4.33E-12,1.51E-11,5.00E-11,1.56E-10,4.62E-10,1.30E-09,3.50E-09,8.98E-09,2.21E-08,5.20E-08,1.18E-07,2.57E-07,5.41E-07,1.10E-06,2.16E-06,4.13E-06,7.63E-06,1.37E-05,2.40E-05,4.09E-05,6.81E-05,0.000110602,0.000175639,0.000272981,0.000415651,0.000620613,0.000909498,0.001309322,0.001853161,0.002580735,0.003538864,0.004781744,0.00637101,0.008375572,0.010871179,0.01393975,0.017668441,0.022148517,0.027474039,0.033740433,0.041042997,0.049475404,0.059128272,0.070087848,0.082434864,0.0962436,0.111581169,0.128507053,0.147072867,0.16732234,0.189291477,0.213008878,0.238496152,0.265768386,0.294834633,0.325698364,0.358357867,0.392806549,0.429033144,0.46702181,0.506752122,0.548198973,0.591332395,0.63611734,0.682513422,0.730474668,0.779949296,0.830879537,0.88320154,0.936845354,0.991735013,1.047788725,1.104919173,1.163033908,1.222035846,1.28182385,1.342293379,1.4033372,1.464846134,1.526709834,1.588817565,1.65105898,1.713324876,1.775507911,1.837503286,1.89920936,1.960528222,2.021366181,2.081634201,2.141248257,2.20012963,2.258205124,2.315407227,2.371674202,2.426950126,2.481184872,2.534334042,2.586358861,2.63722603,2.686907549
5.05E-12,1.74E-11,5.67E-11,1.75E-10,5.14E-10,1.43E-09,3.82E-09,9.73E-09,2.37E-08,5.56E-08,1.25E-07,2.72E-07,5.69E-07,1.15E-06,2.26E-06,4.29E-06,7.90E-06,1.42E-05,2.47E-05,4.20E-05,6.97E-05,0.000113051,0.000179184,0.000278006,0.00042263,0.000630122,0.000922219,0.001326045,0.001874783,0.002608253,0.003573362,0.004824375,0.006422976,0.008438094,0.01094547,0.014026975,0.017769688,0.022264752,0.027606067,0.033888859,0.04120818,0.049657417,0.059326857,0.070302374,0.082664283,0.096486404,0.111835352,0.128770073,0.147341612,0.167593102,0.189559933,0.213270077,0.238744514,0.265997711,0.295038123,0.325868658,0.358487081,0.392886337,0.42905476,0.466976185,0.506629944,0.547990773,0.591028639,0.635708517,0.681990135,0.729827719,0.779169769,0.829958876,0.882131613,0.935618517,0.99034416,1.046227335,1.103181335,1.161114353,1.21992996,1.279527681,1.339803635,1.400651244,1.46196197,1.523626085,1.585533453,1.647574297,1.709639952,1.771623582,1.833420859,1.894930577,1.956055225,2.016701473,2.076780612,2.13620891,2.194907902,2.252804619,2.309831741,2.365927694,2.421036691,2.475108712,2.528099445,2.579970177,2.630687649,2.680223883
3.92E-12,1.37E-11,4.49E-11,1.40E-10,4.14E-10,1.17E-09,3.13E-09,8.05E-09,1.98E-08,4.67E-08,1.06E-07,2.32E-07,4.88E-07,9.95E-07,1.96E-06,3.75E-06,6.95E-06,1.25E-05,2.20E-05,3.76E-05,6.27E-05,0.000102046,0.000162461,0.000253131,0.000386375,0.000578295,0.000849491,0.001225771,0.001738834,0.002426864,0.003335009,0.004515688,0.006028696,0.007941077,0.010326752,0.013265885,0.016844015,0.021150964,0.026279561,0.032324242,0.039379571,0.047538743,0.056892145,0.067526016,0.07952127,0.092952511,0.107887275,0.124385514,0.142499306,0.16227279,0.183742294,0.206936613,0.231877408,0.258579664,0.287052177,0.31729802,0.349314964,0.383095807,0.418628623,0.455896892,0.494879544,0.53555089,0.577880499,0.621833,0.667367863,0.714439179,0.762995447,0.812979421,0.86432801,0.916972262,0.970837446,1.025843228,1.081903948,1.138929001,1.196823306,1.255487862,1.314820373,1.374715931,1.435067734,1.49576784,1.55670792,1.617780011,1.678877251,1.739894579,1.800729394,1.861282165,1.921456979,1.981162032,2.040310051,2.098818644,2.156610594,2.213614074,2.269762803,2.324996147,2.37925915,2.432502528,2.484682603,2.535761199,2.585705507,2.634487907
5.62E-12,1.90E-11,6.12E-11,1.87E-10,5.41E-10,1.50E-09,3.96E-09,1.00E-08,2.43E-08,5.65E-08,1.27E-07,2.74E-07,5.72E-07,1.15E-06,2.25E-06,4.27E-06,7.87E-06,1.41E-05,2.45E-05,4.17E-05,6.91E-05,0.000112006,0.000177442,0.000275201,0.000418253,0.00062348,0.000912396,0.001311855,0.001854726,0.002580471,0.003535599,0.004773947,0.006356744,0.008352452,0.010836347,0.013889848,0.017599612,0.022056405,0.027353807,0.03358679,0.040850237,0.049237447,0.05883871,0.069739992,0.082021788,0.095758177,0.111016107,0.127854915,0.146326086,0.166473226,0.188332215,0.211931521,0.237292609,0.26443041,0.293353806,0.324066093,0.356565374,0.390844876,0.426893163,0.464694242,0.504227562,0.545467927,0.588385327,0.632944718,0.679105777,0.726822656,0.776043757,0.826711566,0.878762545,0.93212712,0.986729762,1.042489173,1.099318572,1.157126097,1.215815285,1.275285648,1.33543332,1.396151758,1.45733248,1.518865842,1.580641806,1.642550714,1.704484033,1.766335079,1.827999679,1.889376797,1.950369093,2.010883418,2.07083124,2.130129006,2.188698427,2.246466706,2.303366689,2.359336961,2.414321886,2.468271586,2.521141881,2.572894179,2.623495334,2.672917466
5.25E-12,1.81E-11,5.89E-11,1.82E-10,5.32E-10,1.48E-09,3.94E-09,1.00E-08,2.44E-08,5.72E-08,1.29E-07,2.79E-07,5.83E-07,1.18E-06,2.30E-06,4.37E-06,8.05E-06,1.44E-05,2.51E-05,4.27E-05,7.08E-05,0.000114609,0.000181499,0.00028137,0.000427417,0.0006368,0.000931359,0.001338331,0.001891017,0.002629354,0.003600367,0.004858427,0.006465317,0.008490044,0.011008408,0.01410232,0.017858868,0.022369185,0.027727138,0.034027893,0.041366433,0.04983606,0.059526971,0.070524948,0.082910223,0.096756541,0.112130461,0.129090888,0.147688852,0.167967486,0.189962203,0.213701012,0.239204941,0.26648851,0.295560225,0.326423034,0.359074727,0.393508247,0.429711904,0.467669468,0.507360176,0.548758628,0.59183462,0.636552919,0.682873015,0.730748869,0.780128694,0.830954778,0.883163387,0.936684745,0.99144312,1.047357008,1.104339431,1.162298325,1.221137036,1.280754891,1.341047848,1.401909197,1.463230306,1.524901389,1.586812282,1.648853214,1.710915558,1.772892543,1.83467993,1.89617663,1.957285261,2.017912646,2.07797024,2.137374483,2.196047097,2.253915299,2.31091196,2.366975702,2.422050926,2.476087804,2.529042207,2.580875602,2.631554903,2.681052297
3.43E-12,1.21E-11,4.01E-11,1.26E-10,3.76E-10,1.07E-09,2.89E-09,7.46E-09,1.84E-08,4.37E-08,9.97E-08,2.19E-07,4.63E-07,9.46E-07,1.87E-06,3.59E-06,6.67E-06,1.21E-05,2.12E-05,3.63E-05,6.06E-05,9.89E-05,0.00015777,0.00024621,0.000376364,0.000564087,0.000829686,0.001198635,0.001702258,0.002378331,0.003271564,0.004433921,0.005924738,0.00781061,0.01016503,0.013067778,0.016604063,0.020863451,0.025938603,0.031923885,0.038913902,0.04700201,0.056278878,0.06683115,0.078740261,0.092081451,0.106922993,0.123325656,0.141342404,0.161018309,0.182390652,0.205489181,0.230336484,0.256948425,0.28533461,0.315498833,0.347439477,0.381149838,0.416618357,0.453828754,0.492760058,0.533386556,0.575677663,0.61959774,0.665105886,0.712155729,0.760695231,0.81066655,0.862005953,0.914643822,0.968504747,1.023507717,1.079566409,1.136589583,1.194481561,1.25314279,1.312470471,1.372359249,1.432701937,1.493390265,1.554315639,1.615369891,1.67644601,1.737438842,1.798245744,1.858767188,1.918907312,1.978574397,2.037681287,2.09614574,2.15389071,2.21084456,2.266941218,2.322120265,2.376326971,2.429512281,2.481632748,2.532650425,2.582532728,2.631252258
3.97E-12,1.40E-11,4.65E-11,1.46E-10,4.37E-10,1.24E-09,3.35E-09,8.64E-09,2.13E-08,5.05E-08,1.15E-07,2.51E-07,5.31E-07,1.08E-06,2.13E-06,4.08E-06,7.56E-06,1.36E-05,2.39E-05,4.08E-05,6.79E-05,0.000110399,0.000175495,0.000273,0.000416004,0.000621561,0.000911421,0.001312753,0.001858818,0.002589562,0.003552061,0.004800804,0.006397745,0.008412132,0.010920068,0.014003819,0.017750884,0.02225284,0.027604024,0.033900083,0.041236472,0.049706948,0.059402122,0.070408149,0.082805566,0.096668362,0.112063265,0.129049275,0.14767744,0.167990841,0.190024771,0.213807061,0.239358503,0.266693341,0.295819767,0.326740387,0.359452633,0.393949074,0.430217643,0.468241734,0.508000209,0.549467306,0.592612467,0.637400121,0.683789435,0.731734063,0.78118193,0.832075053,0.884349445,0.937935099,0.992756068,1.048730657,1.105771711,1.163787015,1.222679779,1.282349219,1.342691199,1.403598933,1.464963737,1.526675787,1.588624902,1.65070131,1.712796399,1.77480343,1.836618208,1.898139701,1.959270597,2.019917797,2.079992842,2.13941227,2.198097902,2.255977061,2.312982729,2.369053636,2.424134301,2.478175005,2.531131735,2.582966067,2.633645026,2.683140905
4.22E-12,1.47E-11,4.86E-11,1.52E-10,4.49E-10,1.27E-09,3.40E-09,8.73E-09,2.15E-08,5.06E-08,1.15E-07,2.50E-07,5.27E-07,1.07E-06,2.11E-06,4.02E-06,7.44E-06,1.34E-05,2.34E-05,4.00E-05,6.65E-05,0.000108157,0.000171859,0.000267265,0.000407188,0.000608333,0.000892019,0.001284894,0.001819613,0.002535421,0.00347862,0.004702846,0.006269155,0.00824586,0.010708118,0.01373727,0.017419929,0.021846858,0.027111669,0.033309399,0.040535016,0.048881921,0.058440509,0.06929684,0.081531479,0.095218537,0.11042494,0.127209941,0.145624862,0.165713059,0.187510072,0.21104393,0.236335564,0.263399276,0.292243236,0.322869948,0.355276662,0.389455704,0.425394705,0.46307673,0.502480294,0.543579295,0.586342868,0.630735177,0.676715195,0.724236467,0.773246901,0.82368861,0.875497813,0.928604828,0.982934153,1.038404653,1.094929842,1.152418278,1.210774038,1.269897286,1.329684904,1.390031183,1.450828559,1.511968358,1.573341568,1.634839595,1.696354994,1.757782179,1.819018083,1.879962766,1.940519966,2.000597586,2.060108116,2.118968984,2.17710284,2.234437774,2.29090747,2.346451294,2.401014337,2.45454739,2.507006883,2.558354779,2.608558428,2.657590393
4.31E-12,1.50E-11,4.93E-11,1.54E-10,4.54E-10,1.28E-09,3.42E-09,8.77E-09,2.15E-08,5.07E-08,1.15E-07,2.51E-07,5.27E-07,1.07E-06,2.11E-06,4.02E-06,7.44E-06,1.34E-05,2.34E-05,4.00E-05,6.65E-05,0.000108033,0.000171651,0.00026693,0.000406665,0.000607542,0.000890853,0.001283217,0.001817251,0.002532165,0.003474215,0.004696994,0.00626151,0.00823603,0.010695671,0.013721738,0.017400817,0.021823663,0.027083897,0.03327659,0.04049678,0.048837975,0.058390725,0.069241304,0.081470554,0.095152936,0.110355808,0.127138939,0.145554263,0.165645839,0.187450006,0.210995687,0.236304793,0.263392688,0.292268672,0.322936437,0.355394459,0.389636315,0.425650888,0.463422477,0.502930794,0.544150872,0.587052901,0.631602001,0.677757985,0.725475102,0.774701823,0.825380668,0.877448101,0.93083452,0.985464335,1.041256156,1.098123087,1.155973119,1.214709619,1.274231909,1.334435908,1.39521484,1.456459979,1.518061417,1.579908845,1.641892325,1.70390304,1.765834013,1.827580783,1.889042026,1.950120115,2.010721619,2.070757734,2.13014464,2.188803793,2.246662151,2.303652326,2.359712684,2.41478738,2.468826341,2.521785208,2.573625222,2.624313083,2.673820773
4.70E-12,1.63E-11,5.36E-11,1.67E-10,4.92E-10,1.38E-09,3.70E-09,9.46E-09,2.32E-08,5.45E-08,1.23E-07,2.68E-07,5.62E-07,1.14E-06,2.24E-06,4.26E-06,7.87E-06,1.41E-05,2.47E-05,4.20E-05,6.98E-05,0.000113264,0.000179653,0.000278908,0.000424228,0.000632788,0.000926468,0.001332564,0.001884468,0.002622244,0.003593073,0.004851525,0.006459611,0.008486603,0.011008592,0.014107794,0.017871618,0.02239151,0.027761641,0.034077455,0.041434175,0.049925296,0.059641154,0.070667608,0.083084904,0.096966735,0.112379548,0.129382087,0.148025173,0.168351704,0.190396842,0.214188352,0.239747033,0.267087218,0.296217276,0.327140086,0.35985345,0.39435041,0.430619462,0.468644661,0.508405611,0.549877367,0.593030247,0.637829604,0.684235553,0.732202711,0.781679954,0.832610225,0.88493042,0.93857135,0.993457815,1.049508772,1.106637623,1.164752596,1.223757234,1.283550965,1.344029748,1.405086774,1.46661322,1.528499018,1.590633637,1.652906867,1.71520957,1.777434407,1.839476521,1.901234165,1.962609268,2.023507942,2.083840918,2.143523908,2.202477905,2.260629411,2.317910595,2.374259394,2.429619557,2.483940626,2.537177878,2.589292218,2.640250037,2.690023035
